,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
460,California Institute of Technology,Aerospace Engineering (GALCIT),PhD,Fall 2020,Interview,,,,3.96,164.0,170.0,5.0,International,12-02-2020,1581436800,Interviewed over the past weekend.
461,California Institute of Technology,Aerospace Engineering (galcit),PhD,Fall 2020,Other,Other,,,4.0,153.0,165.0,4.0,Other,12-02-2020,1581436800,"Hey guys, how many of you, who applied to Galcit, are interested in working with Prof. Joanna Austin? Did any of you hear from her?"
462,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2020,Other,Other,,,4.0,153.0,165.0,4.0,International,12-02-2020,1581436800,Did any of you guys apply to Prof. James F. Driscoll or Prof. Mirko Gamba? Did anyone hear from any of them? please let me know.
463,California Institute of Technology,Aerospace Engineering/Aeronautics (Galcit),PhD,Fall 2020,Other,Other,,,4.0,153.0,165.0,4.0,International,12-02-2020,1581436800,"Did anyone receive an offer from Galcit yet? It is a bit weird that I don't see anyone posting the ""acceptance"" notification for the past 2 years. Also, please let us know if anyone received an interview request from Galcit."
464,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Accepted,,23-01-2020,1579708800,3.99,169.0,166.0,4.0,American,11-02-2020,1581350400,"Received email saying to check admissions website on Jan 28; offer letter was dated Jan 23. Accepted with Dean's Graduate Innovation Assistantship, plus AES Dept. Fellowship and stipend from advisor's research group."
465,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2020,Other,Other,,,,,,,Other,10-02-2020,1581264000,TTPB if you don't mind what area was it? Was there an interview and did you get an official rejection?
466,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2020,Rejected,,08-02-2020,1581091200,3.08,149.0,157.0,3.0,,09-02-2020,1581177600,"The professor I applied to study under didn't receive funding to support a new student so he was unable to offer me a PhD opportunity. Disappointing news, but perfectly understandable. Will keep my fingers crossed about masters program. Good luck to everyone else!"
467,Georgia Institute Of Technology (Georgia Tech),Aerospace Engineering (Robotics),PhD,Fall 2020,Other,Other,,,,,,,Other,07-02-2020,1581004800,"TTPB: No interview, just an email. They didn't indicate whether they had sent out all offers, but judging from what people have posted on here in past years the offers come out gradually over a long period of time."
468,"PhD (F20), Georgia Institute Of Technology (GaTech)",Aerospace Engineering (Robotics),PhD,Fall 2020,Other,Other,,,,,,,Other,06-02-2020,1580918400,To the poster below who was admitted by this Program. Congratulations! But I am wondering whether you have had an interview and do you know whether they have sent all their offers?
469,Georgia Institute Of Technology,Aerospace Engineering (Robotics),PhD,Fall 2020,Accepted,,01-02-2020,1580486400,,,,,International,06-02-2020,1580918400,
470,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Accepted,,06-02-2020,1580918400,,,,,American,06-02-2020,1580918400,
471,University Of Illinois,Aerospace Engineering,PhD,Fall 2020,Accepted,,01-02-2020,1580486400,,,,,,06-02-2020,1580918400,
472,University Of Maryland (College Park),Aerospace Engineering,PhD,Fall 2020,Interview,,,,3.81,162.0,164.0,4.5,American,05-02-2020,1580832000,Was invited for a group recruitment visit in early March.
473,Purdue University,Aerospace Engineering,PhD,Fall 2020,Interview,,,,,,,,American,05-02-2020,1580832000,Invited to graduate recruitment event for interviews. Already told unofficially by a potential advisor that I'd be invited
474,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Interview,,,,,,,,American,05-02-2020,1580832000,Invited to PhD applicant visit day for interviews. Already told unofficially by prospective advisors that I'd be invited since December
475,Embry Riddle Aeronautical University,Aerospace Engineering,PhD,Fall 2020,Accepted,,05-02-2020,1580832000,3.56,162.0,165.0,5.5,American,05-02-2020,1580832000,"There was previous discussion with PIs in this department, as well as the Engineering Physics Department. I got a good funding offer as well. I had 3 strong LORs, 2 international co-ops, and 3 research experiences as well. Happy to get this offer :)"
476,Princeton University,Aerospace Engineering,PhD,Fall 2020,Rejected,,05-02-2020,1580832000,,,,,,04-02-2020,1580745600,"5 LONG years of research, 4 internships at NASA and SPACEX, 10 first author papers, and 3 EXTREMELY strong LORs, including one from Elon Musk. A SOP that would make Hemingway cry. Oh, did I mention my 3.9 GPA? I can't believe they rejected my application. I've literally dedicated my life to getting into Princeton. I shunned socializing, women, and sometimes even hygiene in order to focus on my work. I'm literally shaking right now. Life is so unfair. Screw Princeton. I guarantee I'm smarter than 90% of the admissions board."
477,California Institute of Technology,Aeronautics,PhD,Fall 2020,Rejected,,04-02-2020,1580745600,3.5,164.0,159.0,,Other,04-02-2020,1580745600,Mail from POI that my application was not highly ranked and hence rejected.
478,University Of Washington,Aerospace Engineering,PhD,Fall 2020,Accepted,,01-02-2020,1580486400,,,,,International,01-02-2020,1580486400,
479,Princeton University,Aerospace,PhD,Fall 2020,Rejected,,01-02-2020,1580486400,3.5,166.0,164.0,5.0,International,31-01-2020,1580400000,Haha. Second reject. Strong statement of purpose. Good LoRs. Four semesters of undergrad research experience. Mentioned that I am currently working on a manuscript and a govt. (international) project started based on my preliminary work. GPA is not so great and no pubs. yet. And I am a mech. undergrad. I am basically waiting for the remaining rejects now.
480,"University Of Californa, Los Angeles (UCLA)",Aerospace Engineering,PhD,Fall 2020,Accepted,,31-01-2020,1580400000,3.85,159.0,167.0,4.0,International,31-01-2020,1580400000,"Emailed to check portal. No mention of advisers or funding yet. 3 strong LoR, 6 month research."
481,University Of Arizona,Aerospace Engineering,PhD,Fall 2020,Accepted,,30-01-2020,1580313600,3.57,162.0,165.0,5.5,American,30-01-2020,1580313600,"No funding yet, but I expect it to come in the next couple weeks (I'll email to clarify in a couple of days). Had 2 strong LOR from research advisors, 2 international co-ops and EWB trip, leadership experience in astronomy/engineering groups, and 3 research projects."
482,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Accepted,,29-01-2020,1580227200,,,,,International,30-01-2020,1580313600,
483,Embry-Riddle Aeronautical University,Aerospace Engineering,PhD,Fall 2020,Other,Other,,,,,,,,29-01-2020,1580227200,"Nothing at all, no information about nothing!"
484,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Accepted,,28-01-2020,1580140800,3.73,156.0,163.0,5.0,American,28-01-2020,1580140800,
485,California Institute of Technology,Aerospace Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,28-01-2020,1580140800,"Did anyone hear back from GALCIT? I submitted my application on 12 Dec, but haven't heard anything yet."
486,University Of Toronto,Aerospace Engineering,PhD,Fall 2020,Interview,,,,3.6,,,,American,25-01-2020,1579881600,"Official email from the dept. today, listing PIs that are interested in interviewing me"
487,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Interview,,,,3.64,168.0,168.0,5.0,American,24-01-2020,1579795200,Invitation to PhD Applicant Visit Day
488,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2020,Accepted,,13-01-2020,1578844800,,,,,American,24-01-2020,1579795200,
489,Penn State (Pennsylvania State University),Aerospace Engineering,PhD,Fall 2020,Accepted,,17-01-2020,1579190400,3.7,,,,American,23-01-2020,1579708800,
490,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2020,Accepted,,13-01-2020,1578844800,3.5,152.0,168.0,3.0,International,23-01-2020,1579708800,
491,University Of Cincinnati,Aerospace Engineering,PhD,Fall 2020,Accepted,,22-01-2020,1579622400,3.56,162.0,165.0,5.5,American,22-01-2020,1579622400,"Have three research projects, 2 LOR from research advisors, and 1 from a volunteer coordinator, 2 international internships, and leadership (astronomy, international, and engineering), and various competitive awards. This is my undergrad institution as well, so it probably helped. They are giving me a 15 day deadline to accept though, which seems strange..."
492,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2020,Accepted,,22-01-2020,1579622400,3.98,164.0,167.0,4.5,American,22-01-2020,1579622400,No notice of funding as of now.
493,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Interview,,,,3.57,165.0,162.0,5.5,American,22-01-2020,1579622400,Received a offer to attend the PhD visit weekend on February 20th-21st
494,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2020,Interview,,,,,,,,International,21-01-2020,1579536000,Invited to PhD Applicant visit day
495,Purdue University - West Lafayette,Aerospace Engineering,PhD,Fall 2020,Interview,,,,3.73,156.0,163.0,5.0,American,20-01-2020,1579449600,Invited to the visit day which is Feb 13-15.
496,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2020,Accepted,,17-01-2020,1579190400,3.99,169.0,166.0,4.0,American,18-01-2020,1579276800,
497,University Of Illinois Urbana-Champaign (UIUC),Aerospace Engineering,PhD,Fall 2020,Interview,,,,,158.0,167.0,4.5,International,18-01-2020,1579276800,
498,Stanford University,Aero/Astro,PhD,Fall 2020,Other,Other,,,,,,,International,16-01-2020,1579104000,Is there an interview for Aero/Astro PhD program? It is not mentioned on their site.
499,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2020,Accepted,,14-01-2020,1578931200,,,,,American,14-01-2020,1578931200,
500,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2020,Accepted,,06-01-2020,1578240000,3.99,169.0,166.0,4.0,American,07-01-2020,1578326400,Funded with teaching assistantship.
501,Purdue University - West Lafayette,Aerospace Engineering,PhD,Fall 2020,Accepted,,03-01-2020,1577980800,,159.0,170.0,4.0,International,03-01-2020,1577980800,Only offer letter and no information on funding.
502,Purdue University - West Lafayette,Aerospace Engineering,PhD,Fall 2020,Accepted,,20-12-2020,1608393600,,,,,American,20-12-2019,1576771200,Received email notification of admission decision posting to my application account; no aero program-specific information yet.
503,University Of Maryland College Park,Aerospace Engineering,PhD,Fall 2020,Accepted,,19-12-2020,1608307200,3.7,160.0,165.0,4.5,American,20-12-2019,1576771200,
504,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2020,Accepted,,08-12-2020,1607356800,,,,,,08-12-2019,1575734400,
505,University Of Minnesota,Aerospace Engineering,PhD,Fall 2019,Rejected,,24-05-2019,1558627200,,,,,International,24-05-2019,1558627200,At least they didn't forget to reply back...
506,Iowa State University,Aerospace Engineering,PhD,Fall 2019,Rejected,,19-05-2019,1558195200,3.92,159.0,169.0,5.0,American,19-05-2019,1558195200,They are competitive. Damn ! will have to choose a lower ranked school now.
507,NDSEG,Aerospace Engineering,PhD,Fall 2019,Accepted,,17-04-2019,1555430400,3.9,168.0,166.0,4.5,American,06-05-2019,1557072000,1st year PhD student. Was initially waitlisted (alternate awardee status) before receiving the award. Will be accepting this award and thus turning down the NSF GRFP.
508,NSF GRFP,Aerospace Engineering,PhD,Fall 2019,Accepted,,08-04-2019,1554652800,3.9,168.0,166.0,4.5,,06-05-2019,1557072000,Will be turning this down in order to accept NDSEG fellowship.
509,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2019,Wait listed,,,,4.0,150.0,167.0,3.0,International,12-04-2019,1554998400,"Received the email from Prof. Fidkowski. If someone's not accepting the offer, it will be helpful if you can decline it for the others. Thanks :)"
510,University Of Southern California,Aerospace Engineering,PhD,Fall 2019,Accepted,,10-04-2019,1554825600,,,,,American,11-04-2019,1554912000,
511,"University Of Maryland, College Park (UMD)",Aerospace Engineering,PhD,Fall 2019,Other,Other,,,3.79,165.0,168.0,5.5,American,07-04-2019,1554566400,Anyone not planning on attending UMD please decline your offer. I am in the process of being made an offer and it seems the department is awaiting notification from other candidates.
512,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2019,Rejected,,05-04-2019,1554393600,3.85,153.0,169.0,3.0,International,05-04-2019,1554393600,"Overall IELTS score: 8 (R 8.5, L 8, S 8, W 7.5)"
513,"University Of Maryland, College Park (UMD)",Aerospace Engineering,PhD,Fall 2019,Accepted,,02-04-2019,1554134400,3.6,152.0,168.0,4.0,International,05-04-2019,1554393600,
514,University Of Southern California,Aerospace Engineering,PhD,Fall 2018,Rejected,,02-04-2018,1522598400,,,,,,04-04-2019,1554307200,I have one more status to hear back from. So far all nos. Congratulations to everyone that is accepting their offers!
515,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2018,Rejected,,04-04-2018,1522771200,,,,,,04-04-2019,1554307200,Oh well. Congratulations to all that were accepted!
516,University Of Texas At Austin,Aerospace Engineering,PhD,Fall 2019,Rejected,,04-04-2019,1554307200,,,,,,03-04-2019,1554220800,Got email to check
517,University Of Texas At Austin,Aerospace Engineering,PhD,Fall 2019,Rejected,,03-04-2019,1554220800,,,,,International,03-04-2019,1554220800,"""Denied"" Status changed on portal. Did not receive an email."
518,Auburn University,Aerospace Engineering,PhD,Fall 2019,Accepted,,23-03-2019,1553270400,,,,,International,01-04-2019,1554048000,tution waiver+GTA/GRA stipend. Also exploring better options at the moment
519,California Institute of Technology,Aerospace Engineering,PhD,Fall 2019,Rejected,,27-03-2019,1553616000,3.92,164.0,163.0,6.0,American,30-03-2019,1553875200,
520,Stanford University,Aeronautics & Astronautics,PhD,Fall 2019,Rejected,,28-03-2019,1553702400,,,,,American,28-03-2019,1553702400,Email to check ApplyWeb. Generic rejection.
521,Stanford University,Aeronautics And Astronautics,PhD,Fall 2019,Rejected,,28-03-2019,1553702400,3.9,158.0,164.0,5.0,International,28-03-2019,1553702400,"Knew it was coming based on previous years. Stats: 2 first author pubs (1 journal and 1 conference paper) and 2 co-author conferences paper.

Also LOL at the bug they had when posting the decision letters - tell us our decision has been posted but its really not and I'm just clicking on every possible button trying to find where the hell this thing is hiding."
522,Stanford University,Aerospace Engineering,PhD,Fall 2019,Rejected,,28-03-2019,1553702400,,,,,International,28-03-2019,1553702400,
523,University Of Texas At Austin,Aerospace Engineering,PhD,Fall 2019,Rejected,,28-03-2019,1553702400,3.85,153.0,169.0,3.0,International,28-03-2019,1553702400,
524,California Institute of Technology,Aeronautics,PhD,Fall 2019,Rejected,,27-03-2019,1553616000,,,,,,27-03-2019,1553616000,OK
525,California Institute of Technology,Aeronautics,PhD,Fall 2019,Rejected,,27-03-2019,1553616000,,,,,International,27-03-2019,1553616000,Congrats to all those who got accepted!
526,University Of Texas At Austin,Aerospace Engineering,PhD,Fall 2019,Accepted,,16-03-2019,1552665600,3.74,163.0,170.0,4.0,International,27-03-2019,1553616000,"Initially applied for MS/PhD, was interviewed in early Feb, offered direct PhD with full funding..."
527,University Of Minnesota,Aerospace Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,27-03-2019,1553616000,I just declined my Ph.D admission offer and financial support (TA for 1 year). I hope good luck for all of you waiting for the admission or funding.
528,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2019,Accepted,,26-03-2019,1553529600,3.98,159.0,163.0,4.5,American,26-03-2019,1553529600,
529,California Institute of Technology,Aerospace Engineering,PhD,Fall 2019,Rejected,,25-03-2019,1553443200,3.98,159.0,163.0,4.5,American,25-03-2019,1553443200,
530,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,25-03-2019,1553443200,Has anyone admitted into the PhD program been notified about funding? My acceptance letter indicated I was being considered for a graduate assistantship but I have not received anything yet.
531,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2019,Rejected,,25-03-2019,1553443200,3.53,153.0,169.0,3.0,International,25-03-2019,1553443200,
532,California Institute of Technology,Aerospace Engineering,PhD,Fall 2019,Rejected,,19-03-2019,1552924800,,,,,International,23-03-2019,1553270400,Called the GALCIT options manager and was told that admits had already been contacted earlier and that if I haven't already heard back then I probably haven't been accepted. Too bad! All the best to the entering class!
533,Purdue University West Lafayette,Aeronautics,PhD,Fall 2019,Rejected,,22-03-2019,1553184000,,153.0,161.0,4.0,International,22-03-2019,1553184000,The usual reason: Competitive application process. No specific reason mentioned.
534,University Of Washington,Aerospace Engineering,PhD,Fall 2019,Accepted,,16-03-2019,1552665600,,,,,International,15-03-2019,1552579200,Wow
535,Virginia Tech,Aerospace Engineering,PhD,Fall 2019,Accepted,,14-03-2019,1552492800,3.53,153.0,169.0,3.0,International,14-03-2019,1552492800,"No funding has been awarded yet. They told me that a few GTA/GRA positions may became available at some point in the
semester and would be offered on a competitive basis."
536,California Institute of Technology,Aeronautics,PhD,Fall 2019,Other,Other,,,,,,,International,14-03-2019,1552492800,To the POST below: I saw the passport upload section first time on 25Feb. When did you get to know about it?
537,Iowa State University,Aerospace Engineering,PhD,Fall 2019,Rejected,,13-03-2019,1552406400,,,,,International,13-03-2019,1552406400,
538,Georgia Institute Of Technology (GaTech),Aerospace Engineering,PhD,Spring 2019,Accepted,,12-03-2019,1552320000,,,,,International,12-03-2019,1552320000,Accepted without any financial aid. Because of the lack of financial aid I will most probably decline the offer! It was my second top choice. :(
539,University Of Texas At Austin,Aerospace Engineering,PhD,Fall 2019,Accepted,,08-03-2019,1551974400,,,,,International,11-03-2019,1552233600,
540,"University of Colorado, Boulder",Aerospace Engineering Sciences,PhD,Fall 2019,Accepted,,07-03-2019,1551888000,3.92,164.0,163.0,6.0,American,09-03-2019,1552060800,Email to check my application status online. Very happy about this one - offer from my top choice POI. Kind of can't believe I got it. Probably going to accept.
541,University Of Illinois Urbana Champaign,Aerospace Engineering,PhD,Fall 2019,Accepted,,08-03-2019,1551974400,,,,,International,08-03-2019,1551974400,Am in touch with potential advisors.
542,California Institute of Technology,Aerospace Engineering (GALCIT),PhD,Fall 2019,Other,Other,,,,,,,,08-03-2019,1551974400,Any news from aerospace department (GALCIT)?
543,University Of Illinois,Aerospace Engineering,PhD,Fall 2018,Accepted,,08-03-2018,1520438400,3.9,156.0,163.0,5.0,International,08-03-2019,1551974400,Notified through the department via email. Told to contact advisors to find funding.
544,Massachusetts Institute Of Technology (MIT),Aeronautics,PhD,Fall 2019,Wait listed,,,,,159.0,166.0,4.5,International,07-03-2019,1551888000,"We are honored by your interest in the MIT AeroAstro graduate program. Admission to our program is highly competitive with roughly 12% of applicants being admitted and many very strong applicants being turned down. Your application for admission to our department's graduate program has been placed on an unranked wait list with approximately 40 others. Being placed on the wait list indicates that faculty are interested in working with you on your graduate studies, however, based on our estimated acceptance rate of admission offers, we do not believe we will have an opening for you at this time. Given the uncertainty on the exact number of admitted students that will accept our offer of admission, we do place a small number of applicants on the wait list. 

I am sorry that we cannot predict the final outcome of your application for admission at the present time. As the situation evolves, we may admit students from the wait list, and that could happen any time from now until the end of May. We will notify all wait-listed applicants of a final decision no later than May 31, 2019."
545,University Of Illinois At Urbana Champaign (UIUC),Aerospace Engineering,PhD,Fall 2019,Accepted,,05-03-2019,1551715200,,,,,International,06-03-2019,1551801600,also got information on funding to follow and was suggested to reach out to faculty.
546,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2019,Accepted,,05-03-2019,1551715200,3.92,162.0,165.0,4.0,American,06-03-2019,1551801600,"Undergrad from UT Austin, co-op with large aerospace corporation, research experience in multiple research labs, and strong LORs. No information on funding yet (research area: controls)."
547,University Of Illinois At Urbana Champaign (UIUC),Aerospace Engineering,PhD,Fall 2019,Accepted,,05-03-2019,1551715200,3.5,162.0,162.0,4.5,International,06-03-2019,1551801600,"Information on funding to follow, suggested to also reach out to faculty."
548,"Univeristy Of Illinois, Urbana Champaign (UIUC)",Aerospace Engineering,PhD,Fall 2019,Accepted,,05-03-2019,1551715200,,153.0,170.0,3.5,International,06-03-2019,1551801600,"3 years acadamic research experience at graduate level, 2 years work experience in a leading space company, 9 publications (conferences and  journal)"
549,California Institute of Technology,Aeronautics,PhD,Fall 2019,Other,Other,,,,,,,International,05-03-2019,1551715200,Has anyone heard from GALCIT about admission to the PhD program in Aeronautics/Aerospace for Fall 2019?
550,University Of Washington,Aeronautics & Astronautics,PhD,Fall 2019,Rejected,,05-03-2019,1551715200,3.77,153.0,165.0,4.5,,05-03-2019,1551715200,
551,University Of Illinois At Urbana Champaign (UIUC),Aerospace Engineering,PhD,Fall 2019,Accepted,,05-03-2019,1551715200,3.85,153.0,169.0,3.0,International,05-03-2019,1551715200,"3 years of research experience, published a journal paper and conference papers, solid LoRs"
552,Rensselaer Polytechnic Institute,Aerospace Engineering,PhD,Fall 2019,Other,Other,,,3.79,165.0,168.0,5.5,American,05-03-2019,1551715200,TTPB: Which of those programs are you going to choose? Are you waiting to hear back from anywhere else? What is your area of interest at RPI?
553,Rensselaer Polytechnic Institute,Aerospace Engineering,PhD,Fall 2019,Accepted,,29-01-2019,1548691200,3.86,161.0,167.0,4.5,International,05-03-2019,1551715200,Received the funding offer after a week.
554,University Of Illinois,Aerospace Engineering,PhD,Fall 2019,Rejected,,05-03-2019,1551715200,3.86,161.0,167.0,4.5,International,05-03-2019,1551715200,Generic rejection email. Applied for post-Master's PhD
555,Virginia Tech,Aerospace Engineering,PhD,Fall 2019,Accepted,,05-03-2019,1551715200,3.86,161.0,167.0,4.5,International,05-03-2019,1551715200,Accepted with funding. Applied for post-Master's PhD.
556,University Of Washington,Aeronautics And Astronautics,PhD,Fall 2019,Rejected,,05-03-2019,1551715200,3.53,153.0,169.0,3.0,International,05-03-2019,1551715200,
557,Georgia Institute Of Technology,Aerospace Engineering,PhD,Fall 2019,Other,Other,,,,,,,Other,04-03-2019,1551628800,I know I saw some people were admitted but it seems like it wasn't enough to say the admission window is over (and it seems like gatech trickles out decisions over a long period of time); did anyone who are applying to a fluids/propulsion/combustion related get admitted or hear anything from them?
558,University Of Illinois At Urbana Champaign,Aerospace Engineering,PhD,Fall 2019,Accepted,,04-03-2019,1551628800,,,,,International,04-03-2019,1551628800,
559,Rensselaer Polytechnic Institute,Aeronautics,PhD,Fall 2019,Accepted,,01-03-2019,1551369600,3.35,156.0,164.0,4.5,American,02-03-2019,1551456000,"Very non-traditional background! I started out in college at 15 studying physics and math. I made a transfer when I was 18 to a top 50 school for electrical engineering. I am currently 21. Co-oped at two aerospace/defense contractors. The first built plane power distribution systems. The second manufactured ballistic missile and weapons parts. I was also picked up by a NASA training program in August of 2018. My undergrad GPA was subpar and I have no undergrad research experience, but one generic LOR and one strong LOR from a PI at NASA got me the spot. I am awaiting info on financial aid, but if I can get enough aid that loans can take over the difference and I get a stipend, I will accept. Good luck to everyone still waiting to hear back!"
560,Massachusetts Institute Of Technology (MIT),Aeronautics And Astronautics (AeroAstro),PhD,Fall 2019,Rejected,,01-03-2019,1551369600,,,,,International,02-03-2019,1551456000,Generic reply: less than 12%... (exactly the same as last year!)
561,Massachusetts Institute Of Technology (MIT),Aeronautics And Astronautic (AeroAstro),PhD,Fall 2019,Rejected,,01-03-2019,1551369600,,,,,International,01-03-2019,1551369600,Had an MS from one of top 10 US schools. Two excellent recommendations from Top profs in my field. Maybe will try again while I do research at my current university for a year.
562,Massachusetts Institute Of Technology (MIT),Aerospace And Astronautics,PhD,Fall 2019,Rejected,,01-03-2019,1551369600,,,,,,01-03-2019,1551369600,
563,Massachusetts Institute Of Technology (MIT),Aerospace Engineering,PhD,Fall 2019,Rejected,,01-03-2019,1551369600,3.79,153.0,164.0,4.0,American,01-03-2019,1551369600,"The way I see it, the man who walked on the moon didn't go to MiT. This is not a projector of success, it is only a place where they have to select basically at random the best of the best and we were among them."
564,Massachusetts Institute Of Technology (MIT),Aerospace Engineering,PhD,Fall 2019,Rejected,,01-03-2019,1551369600,3.9,,,,International,01-03-2019,1551369600,Knew it was coming after the admits rolled out. Kudos to MIT for not letting the rejected applicants wait forever though.
565,Massachusetts Institute Of Technology (MIT),AeroAstro,PhD,Fall 2019,Rejected,,01-03-2019,1551369600,4.0,,,3.5,American,01-03-2019,1551369600,"4.0 Graduate GPA, 2 strong LORâ€™s, strong personal statement, research intern. Expected but likely my research goals did not align. Congrats to everyone who got accepted!"
566,Texas A&M University,Aerospace Engineering,PhD,Fall 2019,Accepted,,02-01-2019,1546358400,3.5,158.0,169.0,4.0,International,01-03-2019,1551369600,
567,Massachusetts Institute Of Technology (MIT),Aero/Astro,PhD,Fall 2019,Rejected,,01-03-2019,1551369600,,,,,American,01-03-2019,1551369600,
568,Massachusetts Institute Of Technology (MIT),Aerospace Engineering,PhD,Spring 2019,Rejected,,01-03-2019,1551369600,3.5,158.0,169.0,4.0,International,01-03-2019,1551369600,
569,", Massachusetts Institute Of Technology (MIT)",Aeronautics And Astronautics (AeroAstro),PhD,Fall 2019,Rejected,,01-03-2019,1551369600,3.6,153.0,170.0,4.0,International,01-03-2019,1551369600,The professor encouraged me to apply. Should not have my hopes high earlier. Best of luck to all those admitted and the rest of us should move on with our lives.
570,Massachusetts Institute Of Technology (MIT),AeroAstro,PhD,Fall 2019,Rejected,,01-03-2019,1551369600,3.53,153.0,169.0,3.0,International,01-03-2019,1551369600,
571,Virginia Tech,Aerospace And Ocean Engineering,PhD,Fall 2019,Accepted,,27-02-2019,1551196800,,,,,International,28-02-2019,1551283200,"Unofficial admission offer from POI few weeks ago, and got an official admission yesterday. Happy!"
572,University of Michigan (Ann Arbor),Aerospace Engineering,PhD,Fall 2019,Accepted,,25-02-2019,1551024000,3.88,160.0,167.0,4.5,,27-02-2019,1551196800,"Had phone interview with POI last week, got accepted with funding."
573,Virginia Tech,Aerospace Engineering,PhD,Fall 2019,Accepted,,27-02-2019,1551196800,4.0,162.0,162.0,4.5,International,27-02-2019,1551196800,Received the offer today with a GA offer.  Area: Applied Physics.
574,"University Of California, Los Angeles (UCLA)",Aerospace Engineering,PhD,Fall 2019,Accepted,,27-02-2019,1551196800,3.6,160.0,165.0,5.0,International,27-02-2019,1551196800,
575,University Of Illinois,Aerospace Engineering,PhD,Fall 2019,Accepted,,26-02-2019,1551110400,3.75,164.0,165.0,4.0,American,26-02-2019,1551110400,admission came with GRA offer
576,Purdue University,Aerospace Engineering,PhD,Fall 2019,Other,Other,,,,,,,,26-02-2019,1551110400,"To the poster below: if you're rejecting it anyway, could you please do that as soon as possible so that department can accept another waiting application? Thank you!"
577,Purdue University,Aerospace Engineering,PhD,Fall 2019,Accepted,,26-02-2019,1551110400,3.9,157.0,162.0,5.0,International,26-02-2019,1551110400,"Got an email saying that the application decision is available. No information regarding funding or advisorship. Accepting Michigan instead anyway so probably won't pursue it much further.

Experience: Masters degree from a top 30 worldwide AeroE school, 2 first author pubs (1 journal, 1 conference), 2 co-author conference pubs."
578,University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,Fall 2019,Rejected,,26-02-2019,1551110400,,,,,,26-02-2019,1551110400,
579,Massachusetts Institute Of Technology (MIT),Aero/Astro,PhD,Fall 2019,Other,Other,,,,,,,International,25-02-2019,1551024000,To the poster below asking research background; I think it is not right to disclose the identity of the POIs. Research area is control and communications.
580,Massachusetts Institute Of Technology (MIT),Aerospace Engineering,PhD,Fall 2019,Accepted,,22-02-2019,1550764800,4.0,163.0,170.0,6.0,International,24-02-2019,1550937600,
581,Massachusetts Institute Of Technology (MIT),Aerospace Engineering,PhD,Fall 2019,Accepted,,21-02-2019,1550678400,3.75,165.0,170.0,,American,23-02-2019,1550851200,Wooooo!!! Applied for M.S. with intention of continuing to Ph.D.!
582,Massachusetts Institute Of Technology (MIT),Aero/Astro,PhD,Fall 2019,Accepted,,22-02-2019,1550764800,3.96,152.0,170.0,3.5,International,23-02-2019,1550851200,ECE undergraduate. Good research background but no papers
583,"University of Colorado, Boulder",Aerospace Engineering,PhD,Fall 2019,Other,Other,,,,,,,Other,22-02-2019,1550764800,"I did not get the invite for open house, which this year is only by invite. Did anyone get the invite? When is the open house?"
584,Massachusetts Institute Of Technology (MIT),Aeronautics And Astronautics,PhD,Fall 2019,Accepted,,22-02-2019,1550764800,3.89,155.0,170.0,4.0,International,22-02-2019,1550764800,Email for department and POI
585,Massachusetts Institute Of Technology (MIT),Aerospace Engineering,PhD,Fall 2019,Accepted,,22-02-2019,1550764800,,,,,American,22-02-2019,1550764800,dream came true. work hard really pays off. not the typical candidate
586,University Of Southern California,Aerospace Engineering,PhD,Fall 2019,Accepted,,21-02-2019,1550678400,,161.0,164.0,4.0,International,21-02-2019,1550678400,4-year funding
