,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
758,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,3.77,165.0,169.0,5.5,International,05-03-2021,1614873600,
759,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
760,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
761,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,American,05-03-2021,1614873600,"Knew a rejection was coming since I did not get any interviews. I emailed the person to ask about MS consideration and they said that MS decisions will be out in the next few weeks BUT youâ€™ll only be notified if you get in. 

Whoever is reading this, I hope you give yourself credit for applying in the first place and overcoming Imposter Syndrome. This year seems to be a very competitive cycle everywhere with more students applying and less funding available due to Covid, so keep that in mind!"
762,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
763,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,,05-03-2021,1614873600,
764,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
765,Brown University,Mechanics Of Solids,PhD,Fall 2021,Wait listed,,,,,,,,Other,05-03-2021,1614873600,Did anyone hear anything? Biting my nails off
766,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Accepted,,27-01-2021,1611676800,3.98,,,,International,05-03-2021,1614873600,Full ride
767,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,,,,,International,05-03-2021,1614873600,
768,Cornell University,Mechanical Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,,,,,International,05-03-2021,1614873600,
769,Stanford University,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,05-03-2021,1614873600,"For those who got admitted to ME PhD program, have you received any emails regarding the virtual visit day? Could you share when the visit day is? Thanks!"
770,"University Of California, Los Angeles (UCLA)",Mechanical Engineering,PhD,Fall 2021,Rejected,,04-03-2021,1614787200,3.56,156.0,170.0,4.0,International,04-03-2021,1614787200,"Didn't receive the email. I saw the decision letter was updated when I check my account. Generic rejection and no more useful information.
Congratulations to everyone who got accepted!"
771,Case Western Reserve University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,04-03-2021,1614787200,"Received two emails for open house event, one addressed as ""Applicants""; other addressed as ""Admitted student"""
772,"University Of California, Los Angeles (UCLA)",Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,04-03-2021,1614787200,,,,,International,04-03-2021,1614787200,
773,"University Of California, Los Angeles",Mechanical And Aerospace Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,04-03-2021,1614787200,TTPB: UCLA Open house virtual even is today and tomorrow
774,Virginia Tech,Mechanical Engineering,PhD,Fall 2021,Accepted,,05-03-2021,1614873600,,,,,International,04-03-2021,1614787200,"Two-year GTA guaranteed. Regarding the remaining years, I need to find an advisor for GRA."
775,"University Of California, Los Angeles (UCLA)",Mechanical And Aerospace Engineering,PhD,Fall 2021,Accepted,,04-03-2021,1614787200,,,,,Other,04-03-2021,1614787200,TTPB: Do you mind sharing when the open house event might be?
776,Carnegie Mellon University,Mechanical Engineering,PhD,Fall 2021,Accepted,,29-01-2021,1611849600,3.64,,,,American,04-03-2021,1614787200,
777,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,04-03-2021,1614787200,TTPB: Can you please tell which area you have applied to and did your PI mention anything about funding?
778,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,American,04-03-2021,1614787200,"I was notified by a PI that I should be getting an official acceptance offer letter from the department. It has almost been a week since the email from my PI, but I am yet to receive any communication from the department regarding my acceptance. Does anyone know when I can expect an email from the department based on your experience?"
779,"University Of California, Los Angeles",Mechanical And Aerospace Engineering,PhD,Fall 2021,Accepted,,04-03-2021,1614787200,,,,,Other,04-03-2021,1614787200,"ttpb : I am in the exact same situation. I was accepted a few weeks back, without any word on funding or my prospective POI. I have not had any contact before and after submitting my application with any POI. I guess I'll wait till the open house event a few days later and start contacting professors."
780,"University Of California, Los Angeles (UCLA)",Mechanical And Aerospace Engineering,PhD,Fall 2021,Accepted,,18-02-2021,1613577600,,,,,International,04-03-2021,1614787200,Does anyone know about UCLA MAE's funding support information? I got the offer directly without getting connected with any faculty. I haven't received any information about the funding source till now. Does it mean that I should contact some faculty member? Thanks a lot!
781,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.88,167.0,168.0,7.0,American,04-03-2021,1614787200,Accepted with RA position and university fellowship. Attended GEARRS but did not speak to faculty before that. Very excited!!
782,Washington University In St. Louis (WashU/WUSTL),Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,03-03-2021,1614700800,Anybody heard from the Mechanical engineering department yet? I was invited to the PhD visit day last month and three professors interviewed me .
783,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,03-03-2021,1614700800,"TTPB: Have you sent an email to the admission office? I see in the last year, they are still accepting students in March."
784,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.99,160.0,165.0,5.0,American,03-03-2021,1614700800,"Offer with RA position and $3,000 University Graduate Fellowship. Coming from undergrad with two research experiences, high GPA, and good reference letters. Attended GEARRS and contacted faculty early in process."
785,Georgia Institute Of Technology,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,3.92,,,,Other,03-03-2021,1614700800,
786,Purdue University - West Lafayette,Mechanical Engineering,PhD,Fall 2021,Accepted,,03-03-2021,1614700800,3.4,170.0,159.0,6.0,American,03-03-2021,1614700800,"Professor from Mechanical Engineering department reached out for interview, extended an RA offer. School then sent admission letter within a week."
787,Purdue University - West Lafayette,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,03-03-2021,1614700800,TTPB: prof. Semperlotti said that I'm also in his final list (i applied to AAE) did you get official letter????
788,"University Of California, Los Angeles (UCLA)",Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,03-03-2021,1614700800,,,,,International,03-03-2021,1614700800,
789,Purdue University - West Lafayette,Mechanical Engineering,PhD,Fall 2021,Accepted,,01-03-2021,1614528000,,,,,International,03-03-2021,1614700800,I am the one who got accepted on 1st of March. I got accepted at â€œSemperlottiâ€™s research groupâ€. My research interest lies in studying different failure mechanisms in materials.
790,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,03-03-2021,1614700800,3.77,148.0,168.0,4.0,International,03-03-2021,1614700800,Received admission letter along with funding offer as TA.
791,"University Of California, Los Angeles",Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,03-03-2021,1614700800,,,,,International,03-03-2021,1614700800,"Email to check my portal
Thank you for applying to graduate study at UCLA. We regret to inform you that you are not being offered admission.

UCLA receives many more applications than there are student places available. Each of these applications is carefully reviewed by a departmental faculty committee. In this extremely competitive environment, many talented and promising students are not recommended for admission by these committees.

We understand that this decision is disappointing, and again, there are many more applications than there are places available. Inquiries about your application or the decision may be submitted in writing to: Graduate Admissions Officer, Aerospace Engineering, 48-121 Engineering IV, Box 951597, Los Angeles, CA, 90095-1597, maeapp@seas.ucla.edu."
792,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.81,,,,American,03-03-2021,1614700800,
793,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,,,,,American,02-03-2021,1614614400,
794,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,American,02-03-2021,1614614400,"If I don't hear from UMich tomorrow, I'm just going to assume I'm accepted by default and show up in the fall."
795,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.8,165.0,161.0,5.0,American,02-03-2021,1614614400,
796,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,02-03-2021,1614614400,,,,,International,02-03-2021,1614614400,"Got caught up in the second wave of massive rejections, but expected anyway. Hoping for chances elsewhere."
797,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,,,,,American,02-03-2021,1614614400,Nice financial offer with a TAship
798,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Accepted,,13-01-2021,1610467200,4.0,,,,American,02-03-2021,1614614400,
799,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,02-03-2021,1614614400,4.0,,,,American,02-03-2021,1614614400,
800,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,02-03-2021,1614614400,,,,,International,02-03-2021,1614614400,
801,Vanderbilt University,Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.95,,,,International,02-03-2021,1614614400,"Masters GPA: 3.81/4

PI personally called to inform that I have been accepted and that I would be receiving official letter in 2-3 weeks from Graduate School. Great financial offer with relocation assistance. Excited!"
802,NC State University (NCSU),Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.95,150.0,161.0,4.0,International,02-03-2021,1614614400,Asked to check the application portal regarding the admissions decision. No funding offer yet!
803,North Carolina State University,Mechanical Engineering,PhD,Fall 2021,Accepted,,02-03-2021,1614614400,3.95,150.0,161.0,4.0,International,02-03-2021,1614614400,"Masters GPA: 3.81/4

Received a notification to check the decision on the application portal. No financial offer yet!"
804,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,02-03-2021,1614614400,"Any news on UMich, Mechanical Ph.D. program? Do they conduct interviews or house visiting?"
805,Rice University,Mechanical Engineering,PhD,Fall 2021,Rejected,,01-03-2021,1614528000,3.77,,,,International,02-03-2021,1614614400,"Contacted my POI. He said that he has taken interviews with 10 students. I am on the list of the next 10 students. He will consider me for next spring.
undergrad CGPA:3.77/4, No pub"
806,"University Of California, Irvine",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,02-03-2021,1614614400,"TTPB:
Bro, get a life. Stop spamming this guy on every social media. I have noticed your multiple hate posts on this guy which explains that you had a really bad experience. But spreading news like this is a bad method, as a third person does not know who's fault it is in the first place. If you got balls, go take an action against him legally which is when applicants will really understand the issue and believe your words. Till then, everyone will treat you as some insecure spammer"
807,Cornell University,Mechanical Engineering,PhD,Fall 2021,Accepted,,17-02-2021,1613491200,3.4,169.0,156.0,2.0,International,01-03-2021,1614528000,
808,Penn State (PSU) University Park,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,01-03-2021,1614528000,"TTPB: Congrats!
May I know your area of interest?"
809,Penn State (PSU) University Park,Mechanical Engineering,PhD,Fall 2021,Accepted,,01-03-2021,1614528000,,,,,International,01-03-2021,1614528000,Offered half time TAship (No prior contact). International undergrad student (GPA: 3.8/4.0) with US MS degree (GPA: 4.0/4.0). Two good journals (IF >7 and >6). Couple of conference presentations.
810,Purdue University West Lafayette,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,01-03-2021,1614528000,"Mechanical Ph.D. posted below, can you please tell me what is your specialization or for which lab you got accepted?"
811,Purdue University - West Lafayette,Mechanical Engineering,PhD,Fall 2021,Accepted,,01-03-2021,1614528000,3.77,,,,International,01-03-2021,1614528000,Offered with a RA. I was interviewed by one of the Professors in 2nd week of Jan.
812,Duke University,Mechanical Engineering And Materials Science,PhD,Fall 2021,Interview,,,,,,,,International,01-03-2021,1614528000,
813,Georgia Institute Of Technology,Mechanical Engineering,PhD,Fall 2021,Rejected,,26-02-2021,1614268800,,,,,International,01-03-2021,1614528000,
814,Harvard University,Mechanical Engineering,PhD,Fall 2021,Rejected,,27-02-2021,1614355200,,,,,International,28-02-2021,1614441600,
815,Penn State University (PSU),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,28-02-2021,1614441600,Any idea when they will start sending the admits?
816,Northwestern University,Mechanical Engineering,PhD,Fall 2021,Accepted,,28-02-2021,1614441600,3.76,,,,International,28-02-2021,1614441600,Had an interview with a POI on Friday (26/2).
817,University Of Pennsylvania,Mechanical Engineering (MEAM),PhD,Fall 2021,Interview,,,,,,,,American,28-02-2021,1614441600,Anybody knows whether they always interview Ph.D. finalists?  How many of you had one?
818,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,3.76,166.0,170.0,4.5,Other,28-02-2021,1614441600,TTPB: Wondering about the same question. I've applied to the fluid mechanics track and my initial degree objective is SM.
819,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2021,Accepted,,26-02-2021,1614268800,,,,,American,27-02-2021,1614355200,
820,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Accepted,,27-02-2021,1614355200,,,,,International,27-02-2021,1614355200,Now I can die peacefully!
821,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,27-02-2021,1614355200,"TTPB:  DId you guys receive a new acceptance on 27th (i.e., not accepted on 16th Feb) or a re-confirmation (official communique) of the 16th Feb acceptance?"
822,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Accepted,,27-02-2021,1614355200,3.92,161.0,167.0,,American,27-02-2021,1614355200,Finally made it. Received official communication! Feeling so happy
823,Harvard University,Mechanical Engineering,PhD,Fall 2021,Rejected,,26-02-2021,1614268800,,,,,International,27-02-2021,1614355200,
824,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,27-02-2021,1614355200,TTTP: Congrats!. At what time did you get the notification. Which specialization/groups did you apply to?
825,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Accepted,,27-02-2021,1614355200,,,,,American,27-02-2021,1614355200,
826,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Accepted,,27-02-2021,1614355200,3.81,168.0,170.0,,International,27-02-2021,1614355200,
827,Colorado School Of Mines,Mechanical Engineering,PhD,Fall 2021,Rejected,,27-02-2021,1614355200,3.77,152.0,161.0,3.0,International,27-02-2021,1614355200,Got accepted into masters non-thesis
828,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,27-02-2021,1614355200,"ttpb: thank you so much for sharing that info. Today, I suddenly got an email from my PI saying ""the control group will meet in the next few weeks to discuss all the candidates and good luck"". So, I don't know whether it means anything or not..."
829,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,American,27-02-2021,1614355200,ttpb: The PI's initial is KS. What do you mean by a vague email?
830,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,27-02-2021,1614355200,"ttpb: congrats to the person whose research interest is control. If it is fine for you, could you share your PI's initials? I got a very vague email from my PI in control areas."
831,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,3.71,,,,International,26-02-2021,1614268800,Haven't recieved any updates for my application. Are all Ph.D decisions out?
832,Harvard University,Mechanical Engineering,PhD,Fall 2021,Rejected,,26-02-2021,1614268800,,,,,,26-02-2021,1614268800,
833,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,American,26-02-2021,1614268800,ttpb: I interviewed with this PI during the preview days.
834,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,26-02-2021,1614268800,"TTPB: Could you please tell, if you had an interview with the PI and if you were to preview day. Thanks"
835,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Accepted,,26-02-2021,1614268800,3.95,162.0,168.0,4.5,American,26-02-2021,1614268800,"Just got an email from PI telling me that I should be getting an official email from the department soon. This is so crazy!!!!!
My concentration is controls."
836,Purdue University,Mechanical Engineering,PhD,Fall 2021,Accepted,,25-02-2021,1614182400,3.4,,,,American,26-02-2021,1614268800,"I had previously interviewed with, and received an offer from, a faculty member in the Zucrow Propulsion Lab in the Mechanical department."
837,Rice University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,3.4,,,,American,26-02-2021,1614268800,Had not previously reached out to individual faculty directly.
838,Johns Hopkins University,Mechanical Engineering,PhD,Spring 2021,Accepted,,26-02-2021,1614268800,,,,,,26-02-2021,1614268800,ttpb: My research specialization is fluid mechanics. I am a current master's student and transfer to Ph.D. in my research group.
839,"University Of California, Merced",Mechanical Engineering,PhD,Fall 2021,Accepted,,10-02-2021,1612886400,3.82,,,,International,26-02-2021,1614268800,
840,Texas A&M University - College Station (TAMU),Mechanical Engineering,PhD,Fall 2021,Rejected,,23-02-2021,1614009600,3.43,,,,International,26-02-2021,1614268800,
841,Johns Hopkins University,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,25-02-2021,1614182400,"ttpb: Congratulations !! Can you share the initials of your P.O.I and the research specialization, if possible?"
842,Johns Hopkins University,Mechanical Engineering,PhD,Fall 2021,Accepted,,25-02-2021,1614182400,,,,,,25-02-2021,1614182400,Talked to the professor and he offered me a Ph.D. position. He also told me that the results will come out in a few weeks (sooooooon). Good luck to people who are waiting.
843,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,25-02-2021,1614182400,Has Stanford sent out all PhD admissions? I got three interviews several weeks ago but still have not heard back since then.  Are they still accepting PhDs? Also when is their open house day? Any ideas?
844,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,25-02-2021,1614182400,"TTPB: congrats! Just curious, did your POI tell when the second wave of decisions will be sent out from the grad office?"
845,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,25-02-2021,1614182400,ttpb: what was your area of concentration if I may ask?
846,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Accepted,,25-02-2021,1614182400,3.73,,,,International,25-02-2021,1614182400,Email from POI. Attended Preview Days
847,University Of Washington,Mechanical Engineering,PhD,Fall 2021,Accepted,,25-02-2021,1614182400,3.95,158.0,167.0,4.5,International,25-02-2021,1614182400,"Received an acceptance Email with full funding and stipend. Applied directly after undergrad so wasnâ€™t expecting this. (0 pubs, 1 year research, 3 strong LORs, couple of internships, Interest Area - Controls and Robotics)"
848,University Of Washingtonhington,Mechanical Engineering,PhD,Fall 2021,Accepted,,25-02-2021,1614182400,3.95,158.0,167.0,4.5,International,25-02-2021,1614182400,"Received an acceptance Email with full funding and stipend. Applied directly after undergrad so wasnâ€™t expecting this. (0 pubs, 1 year research, 3 strong LORs, couple of internships, Interest Area - Controls and Robotics)"
849,University Of Texas At Dallas,Mechanical Engineering,PhD,Fall 2021,Accepted,,25-02-2021,1614182400,,,,,International,25-02-2021,1614182400,
850,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,25-02-2021,1614182400,"TTPB: Congrats for your acceptance. Could you share your profile, if it is possible?"
851,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,,24-02-2021,1614096000,TTPB: They did say 13 new PhD admits. Wasn't clear if it was for Fall '20 or '21. Either way it wasn't helpful and an absolute waste of time. Basically info anyone could get from looking at the webpage you should be happy you didn't attend. They did say you should assume you are still in the running till April 15th or you get a rejection which is just BS.
852,"PhD (F21), University Of Pennsylvania",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,24-02-2021,1614096000,"Missed the event today, can anyone let me know what happened during the event? I saw someone posted 'New MEAM Ph.D. students: 13', is this real? They only admitted 13 new PhD students this year??"
853,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,24-02-2021,1614096000,This was a horrible thing to do to the applicants. Shame UPenn!
854,University Of Pennsylvania,Mechanical Engineering MEAM,PhD,Fall 2021,Interview,,,,,,,,Other,24-02-2021,1614096000,"TTPB which said: 'Ttpb: There's no way that they would do that... would they? Seriously, would they have a meeting to just show the attendees what they're going to miss? If so, why not hold this earlier before any admits were announced?'  
Sorry to say that's exactly what they did!"
855,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,Other,24-02-2021,1614096000,I feel bad for the people who dressed up and wore suits for this thing. Such a waste of time. i couldn't stop laughing when i say 300+ attendees. Definitely makes Penn not look as good now just getting people's hopes up for nothing.
856,University Of Pennsylvania,Mechanical Engineering (MEAM),PhD,Fall 2021,Interview,,,,,,,,International,24-02-2021,1614096000,"As expected, today's virtual invitation was a total waste of time. - seconded on that!"
857,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,,24-02-2021,1614096000,"As expected, today's virtual invitation was a total waste of time."
858,University Of Notre Dame,Mechanical And Aerospace Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,24-02-2021,1614096000,Has everyone here who applied for Mechanical Engineering Ph.D. heard back from the department about a decision? Are they done notifying everyone?
859,University Of Alabama,Mechanical Engineering,PhD,Fall 2021,Accepted,,24-02-2021,1614096000,3.63,154.0,155.0,3.5,International,24-02-2021,1614096000,"Got the acceptance mail in the Ph.D. program, but need to reach out to the professors for funding opportunities."
860,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,24-02-2021,1614096000,Any news?
861,Northwestern University,Mechanical Engineering,PhD,Fall 2021,Accepted,,24-02-2021,1614096000,,,,,International,24-02-2021,1614096000,I was interviewed early January and admitted late January. There will be open house for admitted students 2 weeks later.
862,"University Of California, Santa Barbara",Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,24-02-2021,1614096000,any news on admissions?
863,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,American,23-02-2021,1614009600,"TTPB: I also haven't received an admissions result. I was interviewed over a month ago, and I reached out to my POI/interviewer to ask if they are still accepting students, and they said yes."
864,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,23-02-2021,1614009600,"Any news? Any ideas when they are going to release the second wave of decisions. I haven't heard back from them for 1 month now. So, anxious."
865,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,Other,23-02-2021,1614009600,Can anyone confirm the Michigan is still alive? Anyone heard anything from them?
866,Cornell University,Mechanical Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,,,,,International,23-02-2021,1614009600,
867,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,Other,22-02-2021,1613923200,"Ttpb: There's no way that they would do that... would they? Seriously, would they have a meeting to just show the attendees what they're going to miss? If so, why not hold this earlier before any admits were announced?"
868,"University Of California, Los Angeles (UCLA)",Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,Other,22-02-2021,1613923200,"For those that got accepted to ME PhD (F21), did you get interviewed?"
869,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,22-02-2021,1613923200,Ttpb: I believe they have invited everyone who applied at Upenn in F21 regardless of admission status. Nothing else other than a business policy.
870,University Of Pennsylvania,Mechanical Engineering (MEAM),PhD,Fall 2021,Other,Other,,,,,,,International,22-02-2021,1613923200,"I'm starting to hate UPenn for this! I had high hopes when I got the email. It's just a publicity stunt?!  
And does anyone know for sure if the accepted folks have not received the invite for the virtual meet?"
871,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,3.77,,,,International,22-02-2021,1613923200,"2 conference papers, 4 recommendations, gpa of 3.8. Had a good GRE score but looks like it didnt matter. Got a mail saying there were many applicants this season."
872,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,3.81,,,,International,22-02-2021,1613923200,"GRE was waived for this application. Mail is dated 17th Feb, but reached 2 days late to me"
873,Carnegie Mellon University,Mechanical Engineering,PhD,Fall 2021,Accepted,,19-02-2021,1613664000,,,,,International,21-02-2021,1613836800,"Received an email ""An update has been posted to your application status page"". Very excited and best of luck to everyone else!"
874,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2021,Accepted,,21-02-2021,1613836800,,,,,International,21-02-2021,1613836800,No interview.
875,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Accepted,,12-02-2021,1613059200,,,,,,21-02-2021,1613836800,
876,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,21-02-2021,1613836800,"Ttpb: This is just my guess. They sent the invitations to all the students who have not been admitted maybe just to invite as many people as possible to participate in their virtual event to make the activities look more lively. Since the professors I contacted didn't give me any chances of interviews, I guess it's rare for private schools to admit students without any interviews."
877,Cornell University,Mechanical Engineering,PhD,Fall 2021,Accepted,,19-02-2021,1613664000,,,,,American,20-02-2021,1613750400,Reached out to prospective PI twice but no response. no interview
878,Virginia Tech,Mechanical Engineering,PhD,Fall 2021,Accepted,,20-02-2021,1613750400,3.5,146.0,166.0,3.5,International,20-02-2021,1613750400,"Accepted. No funding information. Undergrad from top one of the top NITs in India. MS from mid ranked US school, 2 years full-time Mechanical Design engineer experience, 1 first author conference paper in IROS (one of the best robotics conference) , 1 first author paper under review in ICRA ( one of the best conference for robotics), 1 journal ( not highly ranked) . MS GPA 3.82. contacted professor after applying. He didn't like my profile for his lab. But still got the admission. I think graduate committee decides admission here. Best of luck."
879,North Carolina State University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Accepted,,08-02-2021,1612713600,,,,,International,20-02-2021,1613750400,
880,Virginia Tech,Mechanical Engineering,PhD,Fall 2021,Accepted,,20-02-2021,1613750400,3.9,,,,International,20-02-2021,1613750400,Received an email to check the status page and view my decision letter.
881,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2021,Accepted,,28-01-2021,1611763200,3.99,160.0,165.0,5.0,American,20-02-2021,1613750400,Admitted with funding. My financial package was updated the following week with an EDS Award. Updated again recently (2/19) with University Distinguished Fellowship.
882,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,3.99,160.0,165.0,5.0,American,20-02-2021,1613750400,Two prior research experiences
883,Penn State (PSU) University Park,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,American,20-02-2021,1613750400,Has penn state sent out the 2nd round of admission decisions yet? No post since January 20th. Anyone knows any update?
884,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,20-02-2021,1613750400,Ttpb: if they are not giving admission then whats the point of this virtual invitation. Just to show what you are going to miss! Totally ridiculous.
885,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,20-02-2021,1613750400,TTPB: Got invitation to virtual event. I think most applicants who have not got the admission get this.
886,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,20-02-2021,1613750400,"ttpb: if you don't mind sharing what was your concentration of studies? Also, did you receive the email today (Saturday)?"
887,California Institute of Technology,Mechanical Engineering,PhD,Fall 2021,Accepted,,19-02-2021,1613664000,,,,,International,20-02-2021,1613750400,
888,Cornell University,Mechanical Engineering,PhD,Fall 2021,Rejected,,20-02-2021,1613750400,,,,,International,20-02-2021,1613750400,
